Id,ActivityDate,SleepMinutes
4388161847,05-10-2016 00:00,354
4388161847,05-11-2016 00:00,469
4445114986,04-12-2016 00:00,429
4445114986,4/13/2016 12:00:00 AM,370
4445114986,4/14/2016 12:00:00 AM,441
4445114986,4/15/2016 12:00:00 AM,337
4445114986,4/16/2016 12:00:00 AM,462
4445114986,4/17/2016 12:00:00 AM,98
4445114986,4/19/2016 12:00:00 AM,388
4445114986,4/20/2016 12:00:00 AM,439
4445114986,4/21/2016 12:00:00 AM,436
4445114986,4/22/2016 12:00:00 AM,388
4445114986,4/25/2016 12:00:00 AM,328
4445114986,4/26/2016 12:00:00 AM,353
4445114986,4/27/2016 12:00:00 AM,332
4445114986,4/28/2016 12:00:00 AM,419
4445114986,4/29/2016 12:00:00 AM,106
4445114986,4/30/2016 12:00:00 AM,322
4445114986,05-01-2016 00:00,439
4445114986,05-02-2016 00:00,502
4445114986,05-03-2016 00:00,417
4445114986,05-04-2016 00:00,337
4445114986,05-05-2016 00:00,462
4445114986,05-06-2016 00:00,374
4445114986,05-07-2016 00:00,401
4445114986,05-08-2016 00:00,361
4445114986,05-09-2016 00:00,457
4445114986,05-10-2016 00:00,405
4445114986,05-11-2016 00:00,499
4445114986,05-12-2016 00:00,483
4558609924,4/21/2016 12:00:00 AM,126
4558609924,4/26/2016 12:00:00 AM,103
4558609924,4/29/2016 12:00:00 AM,171
4558609924,05-01-2016 00:00,115
4558609924,05-08-2016 00:00,123
4702921684,04-12-2016 00:00,425
4702921684,4/13/2016 12:00:00 AM,400
4702921684,4/14/2016 12:00:00 AM,384
4702921684,4/15/2016 12:00:00 AM,253
4702921684,4/16/2016 12:00:00 AM,382
4702921684,4/17/2016 12:00:00 AM,591
4702921684,4/18/2016 12:00:00 AM,293
4702921684,4/19/2016 12:00:00 AM,457
4702921684,4/20/2016 12:00:00 AM,454
4702921684,4/21/2016 12:00:00 AM,425
4702921684,4/23/2016 12:00:00 AM,465
4702921684,4/24/2016 12:00:00 AM,480
4702921684,4/25/2016 12:00:00 AM,370
4702921684,4/26/2016 12:00:00 AM,421
4702921684,4/27/2016 12:00:00 AM,432
4702921684,4/28/2016 12:00:00 AM,442
4702921684,4/29/2016 12:00:00 AM,433
4702921684,4/30/2016 12:00:00 AM,479
4702921684,05-03-2016 00:00,327
4702921684,05-04-2016 00:00,412
4702921684,05-05-2016 00:00,414
4702921684,05-06-2016 00:00,404
4702921684,05-07-2016 00:00,520
4702921684,05-07-2016 00:00,520
4702921684,05-09-2016 00:00,435
4702921684,05-10-2016 00:00,416
4702921684,05-11-2016 00:00,354
4702921684,05-12-2016 00:00,404
5553957443,04-12-2016 00:00,441
5553957443,4/13/2016 12:00:00 AM,455
5553957443,4/14/2016 12:00:00 AM,357
5553957443,4/15/2016 12:00:00 AM,377
5553957443,4/16/2016 12:00:00 AM,651
5553957443,4/17/2016 12:00:00 AM,350
5553957443,4/18/2016 12:00:00 AM,520
5553957443,4/19/2016 12:00:00 AM,357
5553957443,4/20/2016 12:00:00 AM,658
5553957443,4/21/2016 12:00:00 AM,399
5553957443,4/22/2016 12:00:00 AM,322
5553957443,4/23/2016 12:00:00 AM,631
5553957443,4/24/2016 12:00:00 AM,553
5553957443,4/25/2016 12:00:00 AM,433
5553957443,4/26/2016 12:00:00 AM,412
5553957443,4/27/2016 12:00:00 AM,347
5553957443,4/28/2016 12:00:00 AM,421
5553957443,4/29/2016 12:00:00 AM,450
5553957443,4/30/2016 12:00:00 AM,775
5553957443,05-01-2016 00:00,622
5553957443,05-02-2016 00:00,409
5553957443,05-03-2016 00:00,380
5553957443,05-04-2016 00:00,447
5553957443,05-05-2016 00:00,419
5553957443,05-06-2016 00:00,400
5553957443,05-07-2016 00:00,442
5553957443,05-08-2016 00:00,568
5553957443,05-09-2016 00:00,453
5553957443,05-10-2016 00:00,418
5553957443,05-11-2016 00:00,463
5553957443,05-12-2016 00:00,438
5577150313,04-12-2016 00:00,419
5577150313,4/13/2016 12:00:00 AM,432
5577150313,4/14/2016 12:00:00 AM,477
5577150313,4/15/2016 12:00:00 AM,392
5577150313,4/16/2016 12:00:00 AM,406
5577150313,4/17/2016 12:00:00 AM,549
5577150313,4/18/2016 12:00:00 AM,527
5577150313,4/19/2016 12:00:00 AM,449
5577150313,4/20/2016 12:00:00 AM,447
5577150313,4/21/2016 12:00:00 AM,414
5577150313,4/22/2016 12:00:00 AM,338
5577150313,4/23/2016 12:00:00 AM,384
5577150313,4/24/2016 12:00:00 AM,543
5577150313,4/25/2016 12:00:00 AM,421
5577150313,4/26/2016 12:00:00 AM,354
5577150313,4/27/2016 12:00:00 AM,424
5577150313,4/28/2016 12:00:00 AM,361
5577150313,4/29/2016 12:00:00 AM,459
5577150313,4/30/2016 12:00:00 AM,412
5577150313,05-01-2016 00:00,379
5577150313,05-02-2016 00:00,525
5577150313,05-03-2016 00:00,508
5577150313,05-04-2016 00:00,603
5577150313,05-05-2016 00:00,74
5577150313,05-10-2016 00:00,504
5577150313,05-11-2016 00:00,431
6117666160,4/16/2016 12:00:00 AM,380
6117666160,4/17/2016 12:00:00 AM,336
6117666160,4/18/2016 12:00:00 AM,493
6117666160,4/19/2016 12:00:00 AM,465
6117666160,4/20/2016 12:00:00 AM,474
6117666160,4/21/2016 12:00:00 AM,508
6117666160,4/22/2016 12:00:00 AM,480
6117666160,4/23/2016 12:00:00 AM,492
6117666160,4/24/2016 12:00:00 AM,353
6117666160,4/27/2016 12:00:00 AM,542
6117666160,4/28/2016 12:00:00 AM,393
6117666160,4/29/2016 12:00:00 AM,600
6117666160,05-01-2016 00:00,507
6117666160,05-05-2016 00:00,392
6117666160,05-06-2016 00:00,658
6117666160,05-07-2016 00:00,498
6117666160,05-08-2016 00:00,555
6117666160,05-09-2016 00:00,492
6775888955,4/13/2016 12:00:00 AM,235
6775888955,4/14/2016 12:00:00 AM,423
6775888955,4/15/2016 12:00:00 AM,391
6962181067,04-12-2016 00:00,366
6962181067,4/13/2016 12:00:00 AM,630
6962181067,4/14/2016 12:00:00 AM,508
6962181067,4/15/2016 12:00:00 AM,370
6962181067,4/16/2016 12:00:00 AM,357
6962181067,4/17/2016 12:00:00 AM,427
6962181067,4/18/2016 12:00:00 AM,442
6962181067,4/19/2016 12:00:00 AM,476
6962181067,4/20/2016 12:00:00 AM,418
6962181067,4/21/2016 12:00:00 AM,451
6962181067,4/22/2016 12:00:00 AM,425
6962181067,4/23/2016 12:00:00 AM,528
6962181067,4/24/2016 12:00:00 AM,511
6962181067,4/25/2016 12:00:00 AM,400
6962181067,4/26/2016 12:00:00 AM,441
6962181067,4/27/2016 12:00:00 AM,455
6962181067,4/28/2016 12:00:00 AM,440
6962181067,4/29/2016 12:00:00 AM,433
6962181067,4/30/2016 12:00:00 AM,422
6962181067,05-01-2016 00:00,411
6962181067,05-02-2016 00:00,466
6962181067,05-03-2016 00:00,394
6962181067,05-04-2016 00:00,442
6962181067,05-05-2016 00:00,467
6962181067,05-06-2016 00:00,443
6962181067,05-07-2016 00:00,298
6962181067,05-08-2016 00:00,541
6962181067,05-09-2016 00:00,489
6962181067,05-10-2016 00:00,469
6962181067,05-11-2016 00:00,452
6962181067,05-12-2016 00:00,516
7007744171,4/16/2016 12:00:00 AM,79
7007744171,05-01-2016 00:00,58
7086361926,04-12-2016 00:00,514
7086361926,4/13/2016 12:00:00 AM,451
7086361926,4/14/2016 12:00:00 AM,472
7086361926,4/15/2016 12:00:00 AM,377
7086361926,4/19/2016 12:00:00 AM,472
7086361926,4/20/2016 12:00:00 AM,492
7086361926,4/21/2016 12:00:00 AM,390
7086361926,4/22/2016 12:00:00 AM,428
7086361926,4/24/2016 12:00:00 AM,681
7086361926,4/25/2016 12:00:00 AM,446
7086361926,4/26/2016 12:00:00 AM,485
7086361926,4/27/2016 12:00:00 AM,469
7086361926,4/28/2016 12:00:00 AM,354
7086361926,4/30/2016 12:00:00 AM,485
7086361926,05-01-2016 00:00,388
7086361926,05-02-2016 00:00,440
7086361926,05-03-2016 00:00,456
7086361926,05-04-2016 00:00,420
7086361926,05-06-2016 00:00,322
7086361926,05-07-2016 00:00,530
7086361926,05-08-2016 00:00,481
7086361926,05-09-2016 00:00,427
7086361926,05-11-2016 00:00,451
7086361926,05-12-2016 00:00,444
8053475328,4/20/2016 12:00:00 AM,486
8053475328,4/23/2016 12:00:00 AM,331
8053475328,05-07-2016 00:00,74
8378563200,04-12-2016 00:00,338
8378563200,4/13/2016 12:00:00 AM,447
8378563200,4/14/2016 12:00:00 AM,424
8378563200,4/15/2016 12:00:00 AM,513
8378563200,4/16/2016 12:00:00 AM,611
8378563200,4/17/2016 12:00:00 AM,525
8378563200,4/18/2016 12:00:00 AM,398
8378563200,4/19/2016 12:00:00 AM,387
8378563200,4/20/2016 12:00:00 AM,381
8378563200,4/21/2016 12:00:00 AM,396
8378563200,4/22/2016 12:00:00 AM,441
8378563200,4/23/2016 12:00:00 AM,565
8378563200,4/24/2016 12:00:00 AM,458
8378563200,4/25/2016 12:00:00 AM,388
8378563200,4/25/2016 12:00:00 AM,388
8378563200,4/26/2016 12:00:00 AM,550
8378563200,4/27/2016 12:00:00 AM,531
8378563200,4/28/2016 12:00:00 AM,506
8378563200,4/29/2016 12:00:00 AM,527
8378563200,4/30/2016 12:00:00 AM,468
8378563200,05-01-2016 00:00,475
8378563200,05-02-2016 00:00,351
8378563200,05-03-2016 00:00,405
8378563200,05-04-2016 00:00,441
8378563200,05-05-2016 00:00,381
8378563200,05-06-2016 00:00,323
8378563200,05-07-2016 00:00,459
8378563200,05-08-2016 00:00,545
8378563200,05-09-2016 00:00,359
8378563200,05-10-2016 00:00,342
8378563200,05-11-2016 00:00,368
8378563200,05-12-2016 00:00,496
8792009665,04-12-2016 00:00,458
8792009665,4/13/2016 12:00:00 AM,531
8792009665,4/14/2016 12:00:00 AM,486
8792009665,4/15/2016 12:00:00 AM,363
8792009665,4/20/2016 12:00:00 AM,528
8792009665,4/22/2016 12:00:00 AM,391
8792009665,4/23/2016 12:00:00 AM,339
8792009665,4/27/2016 12:00:00 AM,423
8792009665,4/28/2016 12:00:00 AM,402
8792009665,4/29/2016 12:00:00 AM,398
8792009665,4/30/2016 12:00:00 AM,343
8792009665,05-01-2016 00:00,503
8792009665,05-02-2016 00:00,415
8792009665,05-03-2016 00:00,516
8792009665,05-04-2016 00:00,439
